q,a,index
如何处理 ALM-0002000800000003：【自定义监控】主机内存使用率超过阈值？ || 【自定义监控】主机内存使用率超过阈值 如何修复 || ALM-0002000800000003 处理步骤 || 【自定义监控】主机内存使用率超过阈值 故障排查方法,"告警解释：当性能监控检测到 Oracle CDB 关系型数据库的主机内存使用率超过管理员设置的阈值 时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。
影响：数据库实例可能运行缓慢或失去响应。
可能原因：阈值条件设置不合理。华为云 Stack 故障管理 1 告警参考
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-0002000800000003-0235; doc=tmp; chap=1.3.1.87; alm=0002000800000003; page=646; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-0002000800000004：【自定义监控】主机 CPU使用率超过阈值？ || 【自定义监控】主机 CPU使用率超过阈值 如何修复 || ALM-0002000800000004 处理步骤 || 【自定义监控】主机 CPU使用率超过阈值 故障排查方法,"告警解释：当性能监控检测到 Oracle CDB 关系型数据库的主机 CPU使用率超过管理员设置的阈值 时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。华为云 Stack 故障管理 1 告警参考
影响：数据库实例可能运行缓慢、失去响应或因内存不足崩溃。
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。华为云 Stack 故障管理 1 告警参考 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-0002000800000004-0236; doc=tmp; chap=1.3.1.88; alm=0002000800000004; page=648; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-0002000900000003：【自定义监控】主机内存使用率超过阈值？ || 【自定义监控】主机内存使用率超过阈值 如何修复 || ALM-0002000900000003 处理步骤 || 【自定义监控】主机内存使用率超过阈值 故障排查方法,"告警解释：当性能监控检测到 Oracle PDB 关系型数据库的主机内存使用率超过管理员设置的阈值 时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。
影响：数据库实例可能运行缓慢或失去响应。华为云 Stack 故障管理 1 告警参考
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-0002000900000003-0237; doc=tmp; chap=1.3.1.89; alm=0002000900000003; page=649; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-0002000900000004：【自定义监控】主机 CPU使用率超过阈值？ || 【自定义监控】主机 CPU使用率超过阈值 如何修复 || ALM-0002000900000004 处理步骤 || 【自定义监控】主机 CPU使用率超过阈值 故障排查方法,"告警解释：当性能监控检测到 Oracle PDB 关系型数据库的主机 CPU使用率超过管理员设置的阈值 时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。华为云 Stack 故障管理 1 告警参考
影响：数据库实例可能运行缓慢、失去响应或因内存不足崩溃。
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。华为云 Stack 故障管理 1 告警参考 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-0002000900000004-0238; doc=tmp; chap=1.3.1.90; alm=0002000900000004; page=651; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-0002000700000048：【自定义监控】 CPU使用率超过阈值？ || 【自定义监控】 CPU使用率超过阈值 如何修复 || ALM-0002000700000048 处理步骤 || 【自定义监控】 CPU使用率超过阈值 故障排查方法,"告警解释：当性能监控检测到 CPU使用率超过管理员设置的阈值时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。
影响：可能导致系统功能不可用。华为云 Stack 故障管理 1 告警参考
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-0002000700000048-0239; doc=tmp; chap=1.3.1.91; alm=0002000700000048; page=652; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-0002000700000049：【自定义监控】内存使用率超过阈值？ || 【自定义监控】内存使用率超过阈值 如何修复 || ALM-0002000700000049 处理步骤 || 【自定义监控】内存使用率超过阈值 故障排查方法,"告警解释：当性能监控检测到内存使用率超过管理员设置的阈值时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。华为云 Stack 故障管理 1 告警参考
影响：可能导致系统功能不可用。
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。华为云 Stack 故障管理 1 告警参考 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-0002000700000049-0240; doc=tmp; chap=1.3.1.92; alm=0002000700000049; page=654; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-0003000200010005：【自定义监控】电源功率超过阈值？ || 【自定义监控】电源功率超过阈值 如何修复 || ALM-0003000200010005 处理步骤 || 【自定义监控】电源功率超过阈值 故障排查方法,"告警解释：当性能监控检测到电源功率超过管理员设置的阈值时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。
影响：可能导致系统功能不可用。华为云 Stack 故障管理 1 告警参考
可能原因：阈值条件设置不合理。; 设备异常。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 步骤3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。 –是：处理完毕。 –否：执行 步骤3。
步骤3请联系设备管理员检查设备。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-0003000200010005-0241; doc=tmp; chap=1.3.1.93; alm=0003000200010005; page=655; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-000A000200000010：【自定义监控】每秒并发操作数超过阈值？ || 【自定义监控】每秒并发操作数超过阈值 如何修复 || ALM-000A000200000010 处理步骤 || 【自定义监控】每秒并发操作数超过阈值 故障排查方法,"告警解释：当性能监控检测到每秒并发操作数超过管理员设置的阈值时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。华为云 Stack 故障管理 1 告警参考
影响：并发操作数过多会影响分布式缓存稳定运行。
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理，可根据业务 实际运行情况，对阈值进行调整。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。华为云 Stack 故障管理 1 告警参考 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-000A000200000010-0242; doc=tmp; chap=1.3.1.94; alm=000A000200000010; page=657; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-000A000200000021：【自定义监控】缓存命中率超过阈值？ || 【自定义监控】缓存命中率超过阈值 如何修复 || ALM-000A000200000021 处理步骤 || 【自定义监控】缓存命中率超过阈值 故障排查方法,"告警解释：当性能监控检测到缓存命中率超过管理员设置的阈值时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。
影响：缓存命中率过低，缓存没有发挥作用。华为云 Stack 故障管理 1 告警参考
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-000A000200000021-0243; doc=tmp; chap=1.3.1.95; alm=000A000200000021; page=658; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-000A00020000002D：【自定义监控】每秒并发操作数超过阈值？ || 【自定义监控】每秒并发操作数超过阈值 如何修复 || ALM-000A00020000002D 处理步骤 || 【自定义监控】每秒并发操作数超过阈值 故障排查方法,"告警解释：当性能监控检测到每秒并发操作数超过管理员设置的阈值时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。华为云 Stack 故障管理 1 告警参考
影响：可能导致系统功能不可用。
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理，可根据业务 实际运行情况，对阈值进行调整。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。华为云 Stack 故障管理 1 告警参考 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-000A00020000002D-0244; doc=tmp; chap=1.3.1.96; alm=000A00020000002D; page=660; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-000A00020000004D：【自定义监控】 CPU平均利用率超过阈值？ || 【自定义监控】 CPU平均利用率超过阈值 如何修复 || ALM-000A00020000004D 处理步骤 || 【自定义监控】 CPU平均利用率超过阈值 故障排查方法,"告警解释：当性能监控检测到 CPU平均利用率超过管理员设置的阈值时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。
影响：CPU过高，影响分布式缓存稳定运行。华为云 Stack 故障管理 1 告警参考
可能原因：阈值条件设置不合理。
前提条件：无
处理步骤：步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3。 –否：执行 步骤2。
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单选择“集中监控  > 告警管理  > 当前告警”，检查告警是否 清除。 –是：处理完毕。 –否：执行 3。
步骤3请参考对应场景的解决方案。 ●华为云 Stack场景，业务正常情况下，联系业务运维人员进行扩容、迁移业务，其 他情况请联系技术工程师协助解决。 ● HCS Online 场景，请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-000A00020000004D-0245; doc=tmp; chap=1.3.1.97; alm=000A00020000004D; page=661; severity=紧急/重要/次要/提示; cat=业务质量告警
如何处理 ALM-000B00020000004D：资源性能断采？ || 资源性能断采 如何修复 || ALM-000B00020000004D 处理步骤 || 资源性能断采 故障排查方法,"告警解释：当性能监控检测到资源的数据断采率超过设定的阈值时，产生此告警。华为云 Stack 故障管理 1 告警参考
影响：查看资源的性能数据为空。
可能原因：对接产品“ eSight System ”的资源性能数据为空。; 资源的采集任务执行失败。; 对接产品的系统时间和 ManageOne 时间不一致。
前提条件：无
处理步骤：步骤1使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”，登录 ManageOne 运维面。 ●密码方式：输入帐号和密码。默认帐号“ admin”。 ● USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输入 PIN码。
步骤2在主菜单中选择“集中监控  > 告警管理  > 当前告警”。 进入“当前告警”页面。
步骤3单击告警列表右侧 ，在告警详情页签中查看“定位信息”的“产品名称”是否为 “eSight System ”。 ●是，在 eSight界面查看该资源类型是否有性能数据。华为云 Stack 故障管理 1 告警参考 说明 – eSight V300R010C00SPC600 及其补丁版本，请参见 《eSight V300R010C00SPC600 产品文档》 中的“查看性能数据”章节。 – eSight 21.0.0/21.2.0 及其补丁版本，请参见 《eSight 21.x.x 产品文档》 中的“查看性 能数据”章节。 – eSight 版本号的查询方法请参见 《华为云 Stack 8.1.0 运维指南》 的“参考信息  > 版本 号查询  > 查询eSight版本号”。 –是，执行 步骤5。 –否，执行 步骤4。 ●否，执行 步骤5。
步骤4在告警详情页签中查看“附加信息”中“资源类型”是否为“存储设备”或“服务 器”。 ●是，联系技术支持工程师确认断采资源是否支持 eSight性能采集。 –是，联系技术支持工程师处理。 –否，执行 参考信息 的“设置告警屏蔽规则并清除当前告警”操作，任务结 束。 说明 例如：存储设备资源类型可能包含华为存储（企业存储）和非华为存储（企业存储） 类型的资源， eSight只支持华为存储（企业存储）类型的性能数据采集，不支持非华 为存储（企业存储）类型的性能数据采集，如果 eSight存储设备对应资源中因包含非 华为存储（企业存储）类型的资源过多，产生资源性能断采告警时，则需要屏蔽该告 警。 ●否，联系技术支持工程师处理。
步骤5检查资源的采集任务状态。 1.在主菜单中选择“系统管理  > 系统集成  > 统一调度”。 进入“统一调度”页面。 2.在“任务列表”页签，根据“系统名称”和“采集资源类型”，查看对应任务的 “最后执行结果”。 –成功，执行 步骤6。 –失败，单击“操作”列的“启动”，触发采集任务立即执行，如果采集任务 执行结果依然失败，请联系技术支持工程师协助解决。
步骤6检查服务器的系统时间。 1.使用PuTTY工具以 sopuser用户登录 ManageOne 服务部署节点查看系统时间。节 点IP地址的获取请参考 参考信息 的“查找节点对应管理 IP地址”。 ManageOne 服务所在节点为 ManageOne-Service01 或者ManageOne- AppServer0 X的任意一个节点。 2.执行以下命令，查看系统时间。 date 回显示例： Wed May 20 17:57:34 CST 2020 3.登录对接系统的服务器节点，查看系统时间和 ManageOne 是否一致。 –是，请联系技术支持工程师协助解决。华为云 Stack 故障管理 1 告警参考 –否，请联系技术工程师设置对接系统服务器的系统时间和 ManageOne 一致。 ----结束 告警清除 此告警修复后，系统会自动清除此告警，无需手工清除。 参考信息 查找节点对应管理 IP地址
步骤1使用浏览器登录 ManageOne 部署面。 登录地址： https:// ManageOne 部署面浮动 IP地址:31945。例如， https:// 192.168.0.1:31945 。 默认帐号： admin。
步骤2在主菜单中选择“维护  > 运维管理  > 全景监控”，进入“节点监控”页面。
步骤3单击页面左上角 并选择对应的产品。
步骤4在“节点名称”列查找待查询管理 IP地址的节点。
步骤5单击节点名称，在节点详情页面上方的 IP地址，即为该节点的管理 IP地址。 ----结束 设置告警屏蔽规则并清除当前告警
步骤1在ManageOne 运维面主菜单中选择“集中监控  > 告警管理  > 当前告警”。
步骤2在待屏蔽告警“操作”列单击 ，选择“设置屏蔽规则”。
步骤3条件设置为“附加信息”中“包含”：“系统名称 =系统名称 , 资源类型 =[""资源类型 ""]”。 说明 “条件”的文本框中会自动填写当前告警的“附加信息”，只保留系统名称和资源类型字段。 例如：系统名称 =eSight_192.168.x.x, 资源类型 =[""服务器 ""]。
步骤4单击“确定”，完成屏蔽规则设置。
步骤5单击已设置屏蔽规则告警操作列的 ，按照界面提示清除告警。 ----结束
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-000B00020000004D-0246; doc=tmp; chap=1.3.1.98; alm=000B00020000004D; page=664; severity=重要; cat=处理错误告警
如何处理 ALM-0001000700010001：【自定义监控】 SNAT连接数超过阈值？ || 【自定义监控】 SNAT连接数超过阈值 如何修复 || ALM-0001000700010001 处理步骤 || 【自定义监控】 SNAT连接数超过阈值 故障排查方法,"告警解释：当性能监控检测到 NAT网关连接数超过管理员设置的阈值时，产生此告警。 阈值需要在“集中监控  > 监控配置  > 性能阈值维护”中手工设置。华为云 Stack 故障管理 1 告警参考
影响：可能导致上报告警的 NAT网关实例无法创建新连接，从而造成 NAT网关实例所在 VPC下 的SNAT业务流量出现丢包的现象。
可能原因：阈值条件设置不合理。; 上报告警的 NAT网关实例所设置的规格与实际业务所需的规格不符。; 虚拟机通过 SNAT规则访问外网时，访问的 IP地址不存在。
前提条件：无
处理步骤：检查阈值条件设置是否合理
步骤1检查监控指标的阈值设置。 1.使用浏览器，通过地址“ https:// ManageOne 运维面主页的访问地址 :31943”， 登录ManageOne 运维面。 –密码方式：输入帐号和密码。默认帐号“ admin”。 – USB Key 方式：插入已预置用户证书的 USB Key ，选择设备和用户证书，并输 入PIN码。 2.在主菜单中选择“集中监控  > 监控配置”。 3.在左侧导航栏选择“性能阈值维护”。 4.在“性能阈值维护”页面，找到对应监控指标的阈值。 5.单击对应监控指标操作列的“修改”，查看阈值条件设置是否合理。 –是：执行 3，检查 NAT网关实例设置的规格是否满足实际业务所需规格。 –否：执行 2。华为云 Stack 故障管理 1 告警参考
步骤2修改指标阈值策略。 1.根据实际指标数据修改阈值。 2.等待5分钟，在主菜单中选择“集中监控  > 告警管理  > 当前告警”，检查告警信 息是否清除。 –是：处理完毕。 –否：执行 3，检查 NAT网关实例设置的规格是否满足实际业务所需规格。 检查NAT网关实例设置的规格是否满足实际业务所需规格
步骤3修改NAT网关实例规格。 1.使用浏览器，以 VDC管理员、 VDC业务员或代维管理员帐号登录 ManageOne 。 非B2B场景登录地址： https:// ManageOne 运营面的访问地址 。例如， https:// console.demo.com 。 B2B场景登录地址： https:// ManageOne 租户面的访问地址 。例如， https:// tenant.demo.com 。 2.单击页面左上方 ，展开“服务列表”页签。 3.选择“区域”和“资源集”。 4.选择“基础云服务  > 网络 > 虚拟私有云”。 进入“网络控制台”页面。 5.在左侧导航栏选择“ NAT网关”页签。 6.找到相关的 NAT网关实例，在对应操作列单击“修改”，在弹出的“修改 NAT网 关”对话框中调整至能满足业务需求的 NAT网关规格。 7.等待5分钟，返回到 ManageOne 运维面检查告警信息是否清除。 –是：处理完毕。 –否：执行 4。
步骤4请联系技术支持工程师协助解决。 ----结束 告警清除 修复后，系统会自动清除此告警信息，无需手工清除。 参考信息 无。
清除方式：无
参考：无",uid=unknown-vendor-tmp-ALM-0001000700010001-0247; doc=tmp; chap=1.3.1.99; alm=0001000700010001; page=666; severity=紧急/重要/次要/提示; cat=业务质量告警
